x,y
0.532452,0.142217
0.540374,0.131467
0.548298,0.120865
0.556222,0.110423
0.564142,0.100149
0.572053,0.0900484
0.57995,0.080125
0.587825,0.0703825
0.595672,0.0608243
0.603484,0.0514538
0.61124,0.0422891
0.618383,0.0339736
0.619277,0.0329468
0.621274,0.0306858
0.624413,0.0271719
0.628742,0.0223725
0.634285,0.01627
0.641076,0.00882636
0.649139,0.0
0.0101426,1.00006
0.0112456,0.998193
0.0124541,0.996139
0.0137684,0.993898
0.0151886,0.991471
0.016715,0.988854
0.0183477,0.986046
0.0200869,0.983046
0.0219331,0.979851
0.0238864,0.97646
0.0259472,0.97287
0.0281158,0.969079
0.0303925,0.965086
0.0327776,0.960888
0.0352715,0.956483
0.0378746,0.951871
0.0405871,0.94705
0.0434095,0.942017
0.0463421,0.936773
0.0493851,0.931316
0.0525388,0.925645
0.0558036,0.919761
0.0591796,0.913662
0.062667,0.907351
0.0662659,0.900827
0.0699765,0.894092
0.0737987,0.887146
0.0777325,0.879993
0.0817779,0.872634
0.0859345,0.865072
0.0902023,0.85731
0.0945807,0.849352
0.0990695,0.841201
0.103668,0.832861
0.108376,0.824336
0.113192,0.815632
0.118117,0.806753
0.123148,0.797704
0.128286,0.788489
0.133528,0.779115
0.138875,0.769587
0.144325,0.75991
0.149876,0.750089
0.155528,0.74013
0.16128,0.730038
0.167129,0.719819
0.173075,0.709479
0.179116,0.699021
0.185251,0.688453
0.191478,0.677779
0.197795,0.667005
0.204202,0.656135
0.210696,0.645175
0.217277,0.634129
0.223941,0.623004
0.230689,0.611803
0.237517,0.600532
0.244425,0.589195
0.251411,0.577798
0.258472,0.566345
0.265608,0.554841
0.272817,0.543291
0.280097,0.531698
0.287446,0.520068
0.294862,0.508406
0.302344,0.496715
0.30989,0.485
0.317497,0.473266
0.325165,0.461517
0.33289,0.449756
0.340671,0.437989
0.348505,0.42622
0.356391,0.414452
0.364326,0.402689
0.372307,0.390937
0.380332,0.379198
0.388379,0.367499
0.396373,0.355931
0.404338,0.344448
0.412274,0.333051
0.420249,0.321642
0.428214,0.310295
0.436239,0.298911
0.444243,0.287604
0.4523,0.27627
0.46037,0.264967
0.468441,0.253713
0.476553,0.242452
0.484648,0.231264
0.492754,0.220107
0.500882,0.208971
0.508983,0.197921
0.517083,0.186914
0.525185,0.175953
0.53326,0.165073
0.541308,0.154269
0.549338,0.143529
0.557337,0.132875
0.565298,0.122338
0.573242,0.11193
0.581171,0.101677
0.589082,0.0915941
0.59697,0.0816916
0.604829,0.0719754
0.612653,0.0624503
0.620421,0.0531353
0.627579,0.0446794
0.628533,0.0435696
0.630576,0.0412238
0.633749,0.0376276
0.638098,0.0327531
0.643648,0.026588
0.650436,0.019099
0.658489,0.0102483
0.667827,0.0
0.0123064,1.00009
0.0135264,0.998069
0.0148533,0.995861
0.0162872,0.993469
0.0178285,0.99089
0.0194773,0.988124
0.021234,0.985169
0.0230989,0.982022
0.0250724,0.978682
0.0271547,0.975146
0.0293463,0.971413
0.0316475,0.967482
0.0340587,0.963349
0.0365804,0.959014
0.0392128,0.954475
0.0419566,0.94973
0.044812,0.944779
0.0477793,0.939619
0.0508591,0.93425
0.0540516,0.928672
0.0573572,0.922885
0.060776,0.916887
0.0643084,0.91068
0.0679546,0.904264
0.0717145,0.897641
0.0755884,0.890811
0.0795761,0.883777
0.0836776,0.876541
0.0878928,0.869104
0.0922214,0.861471
0.096663,0.853644
0.101217,0.845627
0.105884,0.837424
0.110661,0.829039
0.11555,0.820476
0.120549,0.81174
0.125657,0.802835
0.130873,0.793767
0.136197,0.78454
0.141626,0.775161
0.147161,0.765633
0.152799,0.755963
0.15854,0.746155
0.164382,0.736214
0.170324,0.726147
0.176365,0.715959
0.182502,0.705654
0.188734,0.695238
0.19506,0.684715
0.201479,0.674092
0.207988,0.663373
