x,y
0.42391,0.563042
0.433566,0.552881
0.443298,0.542695
0.453103,0.532487
0.46298,0.52226
0.472925,0.512017
0.48281,0.50189
0.492472,0.492037
0.502145,0.482218
0.511756,0.472506
0.521497,0.462707
0.531179,0.453013
0.541045,0.443182
0.550797,0.433511
0.560721,0.423717
0.570665,0.413952
0.580586,0.404258
0.590671,0.394454
0.600658,0.384795
0.610712,0.375121
0.620897,0.365371
0.630942,0.355807
0.641054,0.346229
0.651279,0.336595
0.661402,0.327109
0.671488,0.317706
0.681687,0.308249
0.691901,0.298831
0.701872,0.289686
0.711973,0.280471
0.722112,0.27127
0.732144,0.262217
0.742012,0.25336
0.751954,0.244483
0.761889,0.235661
0.771685,0.227009
0.780601,0.219174
0.782361,0.217633
0.785433,0.214946
0.789794,0.21114
0.795274,0.20637
0.802142,0.200412
0.81041,0.193267
0.820064,0.184962
0.83112,0.175503
0.843655,0.164845
0.857749,0.152945
0.873348,0.139885
0.891645,0.124713
0.914018,0.106364
0.934074,0.0900877
0.956301,0.0722175
0.977837,0.055061
1.00088,0.03686
1.02401,0.0187489
1.04818,0.0
0.0517041,1.00167
0.0544969,0.998353
0.0574224,0.994874
0.0604818,0.991233
0.0636761,0.987431
0.0670063,0.983466
0.0704735,0.979336
0.0740787,0.975042
0.0778228,0.970583
0.0817068,0.965957
0.0857315,0.961165
0.0898976,0.956207
0.0942058,0.951082
0.0986568,0.945792
0.103251,0.940335
0.107988,0.934714
0.11287,0.928929
0.117894,0.922981
0.123063,0.916872
0.128374,0.910604
0.133829,0.904179
0.139426,0.897598
0.145164,0.890865
0.151043,0.883982
0.157061,0.876952
0.163218,0.869778
0.169512,0.862464
0.175942,0.855012
0.182506,0.847427
0.189203,0.839711
0.19603,0.831869
0.202987,0.823904
0.210071,0.81582
0.217281,0.80762
0.224614,0.79931
0.232069,0.790891
0.239644,0.782369
0.247338,0.773747
0.255147,0.765028
0.26307,0.756216
0.271106,0.747316
0.279253,0.738329
0.287508,0.72926
0.295871,0.720113
0.304339,0.71089
0.312911,0.701595
0.321585,0.692231
0.330359,0.682801
0.339233,0.673309
0.348203,0.663757
0.35727,0.654149
0.36643,0.644487
0.375684,0.634774
0.385028,0.625014
0.394461,0.615209
0.403983,0.605362
0.41359,0.595477
0.423282,0.585556
0.433056,0.575601
0.442911,0.565617
0.452844,0.555606
0.462854,0.54557
0.472938,0.535514
0.483094,0.52544
0.493181,0.515486
0.50303,0.505812
0.512892,0.496169
0.522689,0.486632
0.532626,0.477004
0.542499,0.467483
0.552568,0.457819
0.562514,0.448318
0.572644,0.438688
0.582794,0.429087
0.59292,0.419557
0.603222,0.40991
0.613418,0.400411
0.623685,0.390894
0.634095,0.381295
0.644353,0.371885
0.654685,0.362457
0.665141,0.352966
0.675486,0.343625
0.685795,0.334366
0.696228,0.325045
0.70668,0.315758
0.71687,0.306752
0.727205,0.297665
0.737587,0.288587

0.747856,0.279655
0.757951,0.270922
0.768133,0.262158
0.778314,0.253444
0.788351,0.244897
0.797481,0.237163
0.799315,0.235613
0.802494,0.232932
0.806988,0.229149
0.812607,0.224432
0.819647,0.218542
0.828119,0.21148
0.838005,0.203277
0.849322,0.193937
0.86215,0.183413
0.876584,0.171655
0.89259,0.158719
0.911462,0.143608
0.934651,0.12523
0.955255,0.109063
0.978242,0.0911868
1.00038,0.0741241
1.0242,0.0559069
1.04798,0.0378734
1.07296,0.0190577
1.09842,0.0
0.0568615,1.00202
0.0598313,0.998625
0.0629373,0.995069
0.0661807,0.991356
0.0695625,0.987483
0.0730839,0.98345
0.0767459,0.979257
0.0805496,0.974902
0.0844958,0.970384
0.0885855,0.965704
0.0928195,0.960862
0.0971985,0.955857
0.101723,0.95069
0.106394,0.94536
0.111211,0.93987
0.116175,0.934219
0.121286,0.928409
0.126543,0.922442
0.131946,0.916318
0.137496,0.91004
0.143191,0.90361
0.14903,0.897031
0.155013,0.890305
0.161139,0.883435
0.167406,0.876423
0.173814,0.869273
0.18036,0.861988
0.187043,0.854572
0.193862,0.847028
0.200815,0.83936
0.2079,0.83157
0.215115,0.823664
0.222458,0.815643
0.229928,0.807513
0.237522,0.799277
0.245239,0.790939
0.253076,0.782501
0.261033,0.773968
0.269106,0.765344
0.277295,0.756631
0.285596,0.747833
0.294009,0.738954
0.302532,0.729996
0.311163,0.720963
0.319901,0.711859
0.328743,0.702685
0.337688,0.693446
0.346735,0.684144
0.355881,0.674783
0.365126,0.665364
0.374469,0.655892
0.383906,0.646368
0.393437,0.636796
0.403061,0.627178
0.412775,0.617518
0.422578,0.607817
0.432468,0.59808
0.442443,0.588308
0.452502,0.578505
0.462643,0.568673
0.472862,0.558815
0.483159,0.548935
0.493531,0.539035
0.503827,0.529258
0.513868,0.519768
0.523926,0.510303
0.533915,0.500947
0.544054,0.491494
0.554123,0.482149
0.564401,0.472656
0.574548,0.463329
0.584889,0.453868
0.595253,0.444435
0.605589,0.435073
0.616114,0.425588
0.626525,0.416254
0.637012,0.406897
0.647653,0.397454
0.658132,0.388202
0.668691,0.378928
0.679384,0.369585
0.68996,0.360393
0.700497,0.351283
0.711172,0.342102
0.721869,0.332951
0.732285,0.324088
0.742862,0.315134
0.753494,0.306181
0.764008,0.297376
0.774337,0.28877
0.784767,0.280124
0.795202,0.271521
0.805488,0.263084
0.814838,0.255453
0.816748,0.253898
0.820036,0.251226
0.824668,0.24747
0.83043,0.242809
0.837647,0.236989
0.84633,0.230013
0.856457,0.221914
0.868044,0.212695
0.881178,0.202308
0.895965,0.190693
0.912396,0.177887
0.93186,0.162848
0.955885,0.144467
0.977061,0.128416
1.00083,0.110555
1.02359,0.0935918
1.04822,0.0753809
1.07269,0.0574258
1.09854,0.0385931
1.12477,0.0196142
1.15207,0.0
0.0623147,1.00243
0.0654686,0.99896
0.0687623,0.995336
0.0721971,0.991556
0.0757741,0.98762
0.0794943,0.983527
0.0833589,0.979276
0.0873689,0.974868
0.0915253,0.9703
0.0958288,0.965574
0.10028,0.960689
0.10488,0.955645
0.10963,0.950443
0.114528,0.945084
0.119577,0.939568
0.124775,0.933896
0.130123,0.92807
0.13562,0.922091
0.141267,0.915962
0.147062,0.909683
0.153005,0.903258
0.159095,0.89669
0.16533,0.889979
0.17171,0.883131
0.178233,0.876146
0.184899,0.86903
0.191704,0.861784
0.198648,0.854413
0.205728,0.846919
0.212944,0.839306
0.220293,0.831579
0.227773,0.823739
0.235382,0.815792
0.243119,0.807739
0.250981,0.799586
0.258966,0.791335
0.267073,0.782991
0.2753,0.774555
0.283644,0.766032
0.292105,0.757425
0.300679,0.748738
0.309366,0.739973
0.318164,0.731133
0.327071,0.722221
0.336085,0.713242
0.345205,0.704196
0.35443,0.695088
0.363757,0.68592
0.373185,0.676695
0.382714,0.667416
0.39234,0.658084
0.402063,0.648704
0.411881,0.639278
0.421793,0.629808
0.431797,0.620297
0.441891,0.610748
0.452073,0.601163
0.462341,0.591546
0.472695,0.581898
0.48313,0.572224
0.493647,0.562525
0.504241,0.552804
0.514751,0.543209
0.524989,0.533906
0.535249,0.524626
0.545436,0.515453
0.555782,0.506179
0.566055,0.497014
0.576548,0.487697
0.586901,0.478549
0.597461,0.469261
0.608044,0.460001
0.618597,0.450811
0.629351,0.441493
0.639984,0.432327
0.650699,0.423137
0.661579,0.413853
0.672284,0.404765
0.683077,0.395649
0.694015,0.386459
0.704828,0.377422
0.715602,0.368463
0.726525,0.359428
0.737475,0.350419
0.748126,0.341702
0.758953,0.332885
0.769843,0.324064
0.780609,0.31539
0.79118,0.306915
0.801867,0.298392
0.812563,0.289905
0.823107,0.281583
0.832685,0.274058
0.834673,0.272501
0.838073,0.269842
0.842845,0.266116
0.848756,0.261512
0.856157,0.255766
0.865059,0.24888
0.875436,0.240888
0.887303,0.231795
0.900755,0.221548
0.91591,0.210081
0.932782,0.197409
0.952859,0.182457
0.977741,0.164095
0.999515,0.14817
1.02409,0.130345
1.04751,0.113491
1.07297,0.0953073
1.09817,0.0774385
1.12489,0.0586141
1.15192,0.0396995
1.18017,0.0200476
1.20912,0.0
0.0680728,1.0029
0.0714182,0.999366
0.0749073,0.99568
0.0785413,0.991841
0.0823212,0.987849
0.0862483,0.983703
0.0903237,0.979403
0.0945482,0.974948
0.0989229,0.970339
0.103449,0.965574
0.108126,0.960654
0.112955,0.95558
0.117937,0.950353
0.123072,0.944972
0.12836,0.939438
0.133801,0.933755
0.139395,0.927921
0.145141,0.921941
0.151038,0.915814
0.157087,0.909545
0.163285,0.903134
0.169633,0.896585
0.176128,0.8899
0.18277,0.883082
0.189557,0.876135
0.196487,0.869061
0.203558,0.861863
0.21077,0.854546
0.218119,0.847112
0.225605,0.839565
0.233225,0.831907
0.240976,0.824144
0.248859,0.816278
0.256869,0.808312
0.265006,0.80025
0.273267,0.792095
0.281651,0.783851
0.290155,0.775521
0.298778,0.767108
0.307518,0.758614
0.316373,0.750044
0.325341,0.741401
0.334422,0.732686
0.343613,0.723903
0.352912,0.715054
0.362319,0.706143
0.371831,0.697173
0.381448,0.688145
0.391167,0.679062
0.400987,0.669928
0.410907,0.660744
0.420925,0.651513
0.43104,0.642238
0.44125,0.632921
0.451553,0.623565
0.461947,0.614172
0.472431,0.604746
0.483003,0.595288
0.493661,0.585801
0.504402,0.576289
0.515225,0.566753
0.525956,0.557346
0.536398,0.548234
0.546865,0.539142
0.557257,0.530156
0.567816,0.521067
0.578298,0.512087
0.589013,0.502951
0.599579,0.493985
0.610364,0.484876
0.621173,0.475792
0.631951,0.466779
0.642941,0.457634
0.653803,0.448641
0.664752,0.439621
0.675878,0.430503
0.686818,0.421583
0.697852,0.412631
0.709042,0.4036
0.720101,0.394721
0.731119,0.38592
0.742299,0.377036
0.75351,0.368173
0.764402,0.359607
0.775488,0.350934
0.786644,0.34225
0.797671,0.333711
0.808494,0.325372
0.819445,0.316977
0.830413,0.308612
0.841222,0.30041
0.851038,0.292996
0.853105,0.291439
0.856619,0.288795
0.861537,0.285103
0.867601,0.280561
0.875192,0.274892
0.884321,0.2681
0.894957,0.26022
0.907117,0.251257
0.920901,0.241155
0.936439,0.22984
0.953769,0.217312
0.97448,0.20246
1.00025,0.184142
1.02264,0.168354
1.04805,0.150585
1.07216,0.133851
1.09848,0.115716
1.12444,0.0979443
1.15208,0.0791504
1.17996,0.060308
1.2092,0.0406586
1.2391,0.0206711
1.27018,0.0
0.0741456,1.00344
0.0776903,0.99985
0.0813827,0.996109
0.0852239,0.992219
0.089215,0.988178
0.0933573,0.983988
0.0976517,0.979646
0.102099,0.975153
0.106701,0.97051
0.111457,0.965715
0.116369,0.960769
0.121436,0.955673
0.12666,0.950428
0.132039,0.945034
0.137575,0.939493
0.143267,0.933806
0.149115,0.927975
0.155117,0.922002
0.161274,0.915888
0.167584,0.909637
0.174046,0.90325
0.180659,0.89673
0.187422,0.89008
0.194333,0.883303
0.20139,0.876402
0.208593,0.869381
0.215938,0.862241
0.223424,0.854987
0.23105,0.847622
0.238812,0.840149
0.24671,0.832572
0.254742,0.824893
0.262904,0.817117
0.271196,0.809247
0.279614,0.801285
0.288159,0.793235
0.296826,0.7851
0.305616,0.776883
0.314525,0.768587
0.323552,0.760215
0.332696,0.75177
0.341955,0.743255
0.351327,0.734672
0.36081,0.726024
0.370404,0.717314
0.380106,0.708545
0.389915,0.699718
0.39983,0.690836
0.409849,0.681903
0.419972,0.672919
0.430195,0.663889
0.440518,0.654813
0.450939,0.645695
0.461457,0.636537
0.47207,0.627342
0.482776,0.618111
0.493573,0.608848
0.504459,0.599555
0.515432,0.590235
0.526489,0.58089
0.537448,0.571676
0.548099,0.562761
0.55878,0.553861
0.569382,0.545067
0.580163,0.536167
0.59086,0.527377
0.601804,0.518426
0.612589,0.509647
0.623607,0.500722
0.634648,0.491821
0.645657,0.48299
0.656892,0.474022
0.66799,0.465209
0.679181,0.456364
0.69056,0.447418
0.701743,0.43867
0.713026,0.429888
0.724477,0.421021
0.735789,0.412306
0.747059,0.403668
0.758505,0.394941
0.769985,0.386231
0.781128,0.377821
0.79248,0.369296
0.803912,0.360755
0.81521,0.352358
0.826292,0.344161
0.837518,0.3359
0.848766,0.327663
0.859851,0.319585
0.869912,0.312288
0.872061,0.310733
0.875693,0.308109
0.88076,0.304454
0.886983,0.299977
0.894772,0.294389
0.904137,0.287696
0.915042,0.279933
0.927506,0.271105
0.941635,0.261153
0.957574,0.249998
0.975382,0.237621
0.996749,0.222885
1.02343,0.204636
1.04648,0.188997
1.07275,0.171306
1.09758,0.154707
1.12479,0.13664
1.15156,0.11898
1.18015,0.100238
1.20892,0.0814806
1.23919,0.0618588
1.27007,0.0419295
1.30227,0.0212408
1.33543,0.0
0.0805432,1.00406
0.0842955,1.00042
0.0881994,0.996633
0.0922562,0.992699
0.0964671,0.988618
0.100833,0.98439
0.105355,0.980015
0.110035,0.975493
0.114872,0.970823
0.119868,0.966007
0.125022,0.961044
0.130336,0.955935
0.13581,0.950682
0.141443,0.945285
0.147236,0.939745
0.153187,0.934065
0.159296,0.928245
0.165564,0.922289
0.171988,0.916198
0.178567,0.909975
0.185301,0.903621
0.192188,0.897141
0.199226,0.890536
0.206414,0.88381
0.21375,0.876965
0.221232,0.870005
0.228858,0.862934
0.236627,0.855753
0.244536,0.848466
0.252583,0.841078
0.260767,0.83359
0.269085,0.826006
0.277535,0.818329
0.286116,0.810562
0.294825,0.802709
0.30366,0.794772
0.31262,0.786755
0.321703,0.778659
0.330907,0.770489
0.34023,0.762247
0.349671,0.753935
0.359229,0.745556
0.368901,0.737112
0.378686,0.728607
0.388583,0.720043
0.39859,0.711421
0.408706,0.702745
0.41893,0.694017
0.42926,0.685239
0.439694,0.676413
0.450231,0.667542
0.46087,0.658628
0.471609,0.649673
0.482446,0.64068
0.49338,0.631652
0.504408,0.622589
0.515529,0.613496
0.52674,0.604374
0.53804,0.595227
0.549232,0.58621
0.5601,0.577496
0.571002,0.568795
0.581821,0.560198
0.592829,0.551492
0.603748,0.542896
0.614928,0.534137
0.62594,0.52555
0.637197,0.516814
0.648479,0.508101
0.659727,0.499458
0.671214,0.490674
0.682555,0.482044
0.693996,0.473382
0.705637,0.464613
0.71707,0.456043
0.728611,0.447437
0.740332,0.43874
0.751905,0.430196
0.763437,0.421726
0.775157,0.413162
0.786916,0.404612
0.798319,0.396364
0.809947,0.387994
0.821665,0.379602
0.833241,0.371353
0.844593,0.363303
0.856103,0.355182
0.867642,0.347079
0.879013,0.339134
0.889329,0.331958
0.891561,0.330409
0.895315,0.327807
0.900537,0.324195
0.906925,0.319786
0.91492,0.314284
0.924529,0.307694
0.935715,0.300054
0.948496,0.291367
0.962985,0.281572
0.97934,0.270584
0.997646,0.25837
1.0197,0.243765
1.04732,0.225611
1.07105,0.210136
1.09822,0.192545
1.1238,0.176094
1.15194,0.158118
1.17956,0.140585
1.20914,0.121918
1.23886,0.103262
1.27019,0.0836907
1.30213,0.0638336
1.3355,0.0431631
1.36984,0.021972
1.40555,0.0
0.0872764,1.00477
0.0912446,1.00109
0.0953687,0.997262
0.0996499,0.993291
0.104089,0.989178
0.108688,0.984922
0.113447,0.980522
0.118367,0.975978
0.123449,0.971292
0.128693,0.966463
0.1341,0.961492
0.13967,0.95638
0.145402,0.951127
0.151298,0.945736
0.157355,0.940208
0.163575,0.934544
0.169955,0.928747
0.176496,0.922818
0.183195,0.916759
0.190052,0.910574
0.197066,0.904265
0.204234,0.897834
0.211556,0.891284
0.219029,0.884619
0.226651,0.877841
0.234421,0.870954
0.242336,0.86396
0.250395,0.856862
0.258595,0.849664
0.266935,0.842369
0.275413,0.83498
0.284025,0.8275
0.292772,0.819932
0.301649,0.812279
0.310656,0.804544
0.319791,0.796729
0.329052,0.788838
0.338437,0.780873
0.347945,0.772836
0.357573,0.764732
0.367321,0.756561
0.377187,0.748326
0.387169,0.74003
0.397266,0.731675
0.407477,0.723264
0.417799,0.714798
0.428233,0.70628
0.438776,0.697712
0.449427,0.689096
0.460184,0.680435
0.471047,0.67173
0.482013,0.662984
0.493081,0.6542
0.504249,0.645379
0.515515,0.636523
0.526878,0.627636
0.538335,0.618719
0.549884,0.609774
0.561317,0.600963
0.572408,0.592455
0.583538,0.583957
0.594581,0.575563
0.605823,0.567057
0.616973,0.558661
0.628396,0.550099
0.639641,0.54171
0.651146,0.533169
0.662677,0.524651
0.674171,0.5162
0.685918,0.507607
0.697512,0.499167
0.709211,0.490693
0.721122,0.482108
0.732815,0.473723
0.744622,0.465298
0.756621,0.456779
0.768466,0.448413
0.780268,0.440118
0.792271,0.431723
0.80432,0.42334
0.815991,0.415259
0.827906,0.407051
0.839919,0.398816
0.851786,0.390722
0.863418,0.382826
0.875222,0.374851
0.887063,0.36689
0.898731,0.359083
0.909311,0.352035
0.91163,0.350495
0.91551,0.347919
0.920892,0.344353
0.927451,0.340017
0.935659,0.334605
0.945523,0.328124
0.957001,0.320614
0.970112,0.312075
0.984977,0.302445
1.00177,0.291634
1.02059,0.279593
1.04335,0.265138
1.07195,0.247105
1.0964,0.231808
1.1245,0.214342
1.15087,0.198056
1.17998,0.180194
1.20849,0.162806
1.2391,0.144236
1.26982,0.1257
1.30227,0.106204
1.33531,0.0864374
1.36992,0.0658116
1.40548,0.0446784
1.44255,0.0227038
1.48091,0.0
0.0943562,1.00558
0.0985493,1.00186
0.102903,0.998005
0.107417,0.994007
0.112094,0.98987
0.116935,0.985594
0.12194,0.981178
0.12711,0.976623
0.132446,0.971929
0.137948,0.967097
0.143616,0.962127
0.149451,0.957021
0.155451,0.95178
0.161618,0.946405
0.16795,0.940898
0.174446,0.935261
0.181106,0.929496
0.187928,0.923605
0.194912,0.91759
0.202055,0.911454
0.209357,0.905199
0.216815,0.898828
0.224428,0.892345
0.232194,0.885751
0.240111,0.879051
0.248177,0.872246
0.256389,0.86534
0.264747,0.858337
0.273247,0.851238
0.281887,0.844047
0.290667,0.836767
0.299583,0.8294
0.308633,0.821951
0.317817,0.81442
0.327131,0.806812
0.336575,0.799129
0.346146,0.791373
0.355842,0.783547

0.365663,0.775654
0.375607,0.767695
0.385671,0.759674
0.395855,0.751592
0.406158,0.743451
0.416578,0.735255
0.427113,0.727004
0.437762,0.718701
0.448525,0.710349
0.459399,0.701949
0.470383,0.693503
0.481476,0.685014
0.492675,0.676483
0.503981,0.667913
0.51539,0.659306
0.526902,0.650664
0.538514,0.641989
0.550223,0.633283
0.562029,0.62455
0.573712,0.615949
0.585033,0.607654
0.596398,0.599365
0.607673,0.591178
0.619157,0.582879
0.630544,0.574689
0.642218,0.566331
0.653706,0.558146
0.665466,0.549807
0.677254,0.541489
0.689003,0.533238
0.701019,0.524842
0.712873,0.516599
0.72484,0.508319
0.737031,0.499926
0.748992,0.491733
0.761075,0.483496
0.773363,0.475163
0.785488,0.46698
0.79757,0.458867
0.809868,0.45065
0.822216,0.442441
0.834166,0.434535
0.846378,0.426496
0.858698,0.418426
0.870866,0.410493
0.882788,0.402758
0.894899,0.394938
0.907053,0.387127
0.919029,0.379466
0.929885,0.372552
0.932292,0.371023
0.936302,0.368478
0.94185,0.364963
0.948588,0.360703
0.957018,0.355388
0.967147,0.349023
0.978929,0.341649
0.992386,0.333265
1.00764,0.32381
1.02489,0.313185
1.04426,0.30133
1.06775,0.287044
1.09737,0.26916
1.12256,0.254059
1.15164,0.236742
1.17884,0.22064
1.20897,0.202917
1.23841,0.185693
1.2701,0.167245
1.30186,0.14885
1.33549,0.129454
1.36971,0.1098
1.4056,0.0892454
1.44247,0.0681904
1.48098,0.0462485
1.5208,0.0235898
1.56231,0.0
0.101794,1.0065
0.106222,1.00276
0.110813,0.998876
0.115571,0.994859
0.120495,0.990707
0.125587,0.98642
0.130848,0.981998
0.136278,0.97744
0.141877,0.972749
0.147646,0.967923
0.153585,0.962965
0.159694,0.957876
0.165972,0.952657
0.172419,0.947309
0.179034,0.941834
0.185816,0.936235
0.192765,0.930513
0.199878,0.92467
0.207155,0.918709
0.214593,0.912633
0.222191,0.906445
0.229948,0.900146
0.237861,0.893739
0.245929,0.887229
0.254148,0.880616
0.262518,0.873905
0.271037,0.867099
0.279701,0.860199
0.288509,0.85321
0.29746,0.846134
0.30655,0.838973
0.315778,0.831731
0.325143,0.82441
0.334641,0.817012
0.344273,0.809541
0.354034,0.801999
0.363925,0.794388
0.373944,0.786711
0.384088,0.778969
0.394357,0.771166
0.40475,0.763303
0.415264,0.755382
0.425898,0.747406
0.436652,0.739376
0.447523,0.731295
0.458512,0.723164
0.469615,0.714986
0.480832,0.706762
0.492162,0.698494
0.503603,0.690185
0.515154,0.681836
0.526812,0.673449
0.538576,0.665028
0.550445,0.656572
0.562416,0.648086
0.574487,0.63957
0.586426,0.631188
0.597986,0.62311
0.609593,0.615037
0.621107,0.607065
0.632842,0.598979
0.644473,0.591001
0.656408,0.582854
0.668146,0.574879
0.68017,0.566749
0.692224,0.558639
0.704237,0.550595
0.716531,0.542404
0.728655,0.534365
0.740899,0.526287
0.75338,0.518093
0.765618,0.510099
0.777987,0.502059
0.790574,0.493918
0.802991,0.485927
0.815364,0.478004
0.827967,0.469973
0.840626,0.461946
0.852866,0.454223
0.865386,0.446361
0.878024,0.438463
0.890505,0.430702
0.90273,0.423135
0.915158,0.415478
0.927639,0.407825
0.939936,0.400319
0.951078,0.393547
0.953578,0.392032
0.957722,0.389521
0.963443,0.386061
0.970366,0.381883
0.979028,0.37667
0.989433,0.370428
1.00153,0.363198
1.01535,0.354979
1.03102,0.345707
1.04874,0.335281
1.06867,0.323625
1.09294,0.309529
1.12362,0.291823
1.14959,0.276938
1.17968,0.259797
1.20776,0.243898
1.23895,0.22634
1.26937,0.209303
1.3022,0.191004
1.33506,0.172773
1.36993,0.153505
1.40538,0.133987
1.44264,0.113532
1.48089,0.09258
1.52091,0.0707011
1.56229,0.0481053
1.60547,0.0245254
1.65037,0.0
0.109603,1.00754
0.114274,1.00378
0.119114,0.999886
0.124124,0.995861
0.129306,0.991704
0.134659,0.987416
0.140185,0.982996
0.145884,0.978447
0.151757,0.973768
0.157803,0.96896
0.164023,0.964024
0.170415,0.958962
0.17698,0.953776
0.183717,0.948466
0.190625,0.943035
0.197703,0.937484
0.204949,0.931817
0.212362,0.926035
0.21994,0.92014
0.227683,0.914136
0.235587,0.908025
0.243651,0.901809
0.251873,0.895491
0.260251,0.889075
0.268783,0.882563
0.277466,0.875957
0.286299,0.869261
0.29528,0.862477
0.304406,0.855609
0.313675,0.848658
0.323086,0.841627
0.332636,0.83452
0.342324,0.827338
0.352148,0.820084
0.362106,0.81276
0.372197,0.805369
0.382419,0.797913
0.39277,0.790394
0.403249,0.782814
0.413855,0.775176
0.424587,0.767481
0.435443,0.759731
0.446422,0.751928
0.457522,0.744074
0.468743,0.736171
0.480083,0.728221
0.49154,0.720225
0.503115,0.712186
0.514804,0.704106
0.526607,0.695985
0.538522,0.687827
0.550547,0.679633
0.562681,0.671405
0.574921,0.663145
0.587266,0.654855
0.59947,0.646699
0.611277,0.638847
0.623135,0.630996
0.634897,0.623246
0.64689,0.61538
0.658776,0.607621
0.670979,0.599692
0.682976,0.591936
0.695274,0.584022
0.707603,0.576128
0.719889,0.568298
0.732472,0.56032
0.744876,0.552493
0.757407,0.544625
0.770188,0.536639
0.782715,0.528852
0.795381,0.521016
0.808278,0.513077
0.820997,0.505287
0.833671,0.497561
0.846591,0.489725
0.859573,0.48189
0.872115,0.474357
0.884956,0.466681
0.897925,0.458966
0.910731,0.451384
0.923271,0.443995
0.936031,0.43651
0.94885,0.429025
0.961482,0.421682
0.972924,0.41506
0.975518,0.413562
0.979803,0.41109
0.985703,0.407691
0.99282,0.4036
1.00172,0.398495
1.01242,0.392384
1.02485,0.385307
1.03904,0.377263
1.05514,0.368185
1.07336,0.357969
1.09389,0.346529
1.11896,0.332645
1.15075,0.315149
1.17753,0.3005
1.20869,0.283562
1.23769,0.267891
1.26999,0.250526
1.30144,0.233699
1.33547,0.215579
1.3695,0.197538
1.40567,0.178427
1.44242,0.159073
1.48112,0.138748
1.52084,0.117927
1.56246,0.0961432
1.60548,0.073638
1.65047,0.0501065
1.69723,0.0256265
1.74612,0.0
0.117794,1.00872
0.122719,1.00495
0.127817,1.00105
0.133091,0.997027
0.138539,0.992875
0.144165,0.988596
0.149966,0.984191
0.155945,0.97966
0.162101,0.975004
0.168435,0.970225
0.174945,0.965323
0.181631,0.9603
0.188493,0.955158
0.19553,0.949898
0.20274,0.944522
0.210122,0.939033
0.217675,0.933432
0.225398,0.927723
0.233288,0.921906
0.241343,0.915986
0.249563,0.909964
0.257943,0.903844
0.266484,0.897628
0.275182,0.891318
0.284035,0.884917
0.293041,0.878429
0.302199,0.871855
0.311505,0.865199
0.320958,0.858463
0.330557,0.851649
0.340298,0.84476
0.350181,0.837798
0.360203,0.830767
0.370364,0.823667
0.38066,0.816502
0.391091,0.809273
0.401655,0.801982
0.412351,0.794632
0.423178,0.787224
0.434133,0.779761
0.445217,0.772243
0.456428,0.764674
0.467764,0.757054
0.479225,0.749386
0.490809,0.741672
0.502514,0.733912
0.514341,0.726109
0.526287,0.718264
0.53835,0.71038
0.55053,0.702458
0.562825,0.6945
0.575232,0.686508
0.587751,0.678483
0.600379,0.670428
0.612858,0.662507
0.624919,0.654887
0.637037,0.647267
0.649055,0.639745
0.661317,0.632107
0.673465,0.624575
0.685948,0.616874
0.698213,0.609343
0.710794,0.601654
0.723408,0.593984
0.735978,0.586377
0.74886,0.578621
0.761555,0.571014
0.774383,0.563365
0.787477,0.555597
0.800303,0.548025
0.813277,0.540403
0.826496,0.532676
0.839529,0.525095
0.852518,0.517577
0.865768,0.509945
0.879085,0.502312
0.891941,0.494978
0.905116,0.487498
0.91843,0.479976
0.931575,0.472583
0.944443,0.46538
0.957548,0.458078
0.970722,0.45077
0.983702,0.443602
0.995456,0.437138
0.99815,0.43566
1.00258,0.433231
1.00867,0.429899
1.01599,0.425901
1.02514,0.420912
1.03614,0.41494
1.04892,0.408025
1.06351,0.400167
1.08005,0.391296
1.09879,0.381305
1.11994,0.370098
1.14585,0.356448
1.1788,0.339196
1.20645,0.324806
1.23872,0.308104
1.26868,0.292683
1.30216,0.275543
1.3347,0.258954
1.36999,0.241043
1.40525,0.223221
1.4428,0.204301
1.48093,0.185141
1.52115,0.16498
1.56242,0.144322
1.60573,0.122668
1.65051,0.100286
1.6974,0.0768392
1.74615,0.0524326
1.79719,0.0268285
1.85051,0.0
0.126381,1.01005
0.13157,1.00628
0.136938,1.00239
0.142485,0.998374
0.148211,0.994238
0.154119,0.989979
0.160207,0.985599
0.166476,0.981099
0.172926,0.976478
0.179557,0.971739
0.186367,0.966883
0.193358,0.961911
0.200527,0.956826
0.207873,0.951628
0.215396,0.946321
0.223093,0.940905
0.230964,0.935384
0.239005,0.92976
0.247216,0.924035
0.255595,0.918211
0.264139,0.912292
0.272846,0.90628
0.281715,0.900177
0.290743,0.893987
0.299927,0.887711
0.309267,0.881352
0.318759,0.874913
0.328402,0.868397
0.338193,0.861805
0.348132,0.85514
0.358215,0.848405
0.368442,0.841601
0.37881,0.834732
0.389318,0.827798
0.399964,0.820802
0.410748,0.813747
0.421667,0.806633
0.432721,0.799462
0.443908,0.792238
0.455227,0.78496
0.466677,0.777632
0.478257,0.770254
0.489965,0.762829
0.5018,0.755357
0.513762,0.747841
0.525849,0.740282
0.53806,0.732682
0.550393,0.725043
0.562847,0.717366
0.57542,0.709653
0.588111,0.701905
0.600918,0.694125
0.613838,0.686315
0.626602,0.678636
0.638927,0.671258
0.651315,0.663876
0.663599,0.656591
0.676138,0.649191
0.688559,0.641894
0.701331,0.634429
0.713874,0.627132
0.72675,0.619678
0.73966,0.612241
0.752525,0.604866
0.765717,0.597341
0.778713,0.589965
0.791851,0.582544
0.805269,0.575004
